Type,IndexingTime
default,93642.0
default,93505.0
default,91408.0
default,92099.0
default,92251.0
default,90999.0
default,90942.0
default,89372.0
default,91550.0
default,91084.0
parallel,49014.0
parallel,42168.0
parallel,56281.0
parallel,43327.0
parallel,53743.0
parallel,44311.0
parallel,50011.0
parallel,53157.0
parallel,51095.0
parallel,43877.0
batch,57910.0
batch,55732.0
batch,46393.0
batch,51525.0
batch,38537.0
batch,39883.0
batch,39642.0
batch,38647.0
batch,44663.0
batch,40193.0
