Type,IndexingTime
default,158.0
default,138.0
default,140.0
default,140.0
default,140.0
default,140.0
default,139.0
default,140.0
default,139.0
default,140.0
parallel,138.0
parallel,138.0
parallel,139.0
parallel,139.0
parallel,138.0
parallel,139.0
parallel,137.0
parallel,145.0
parallel,139.0
parallel,139.0
batch,139.0
batch,141.0
batch,139.0
batch,139.0
batch,139.0
batch,139.0
batch,139.0
batch,139.0
batch,141.0
batch,140.0
