Type,IndexingTime
default,89612.0
default,89753.0
default,87419.0
default,88799.0
default,88432.0
parallel,58126.0
parallel,53104.0
parallel,43875.0
parallel,50119.0
parallel,30426.0
batch,28737.0
batch,24693.0
batch,26770.0
batch,25735.0
batch,25746.0
