Type,IndexingTime
default,927.0
default,752.0
default,739.0
default,770.0
default,734.0
default,722.0
default,720.0
default,730.0
default,743.0
default,705.0
parallel,725.0
parallel,787.0
parallel,712.0
parallel,942.0
parallel,844.0
parallel,705.0
parallel,681.0
parallel,708.0
parallel,690.0
parallel,807.0
batch,790.0
batch,706.0
batch,830.0
batch,635.0
batch,503.0
batch,760.0
batch,691.0
batch,749.0
batch,628.0
batch,578.0
