Type,IndexingTime
default,922.0
default,721.0
default,701.0
default,745.0
default,700.0
default,725.0
default,716.0
default,718.0
default,731.0
default,712.0
parallel,712.0
parallel,821.0
parallel,777.0
parallel,735.0
parallel,756.0
parallel,704.0
parallel,662.0
parallel,715.0
parallel,616.0
parallel,736.0
batch,710.0
batch,595.0
batch,532.0
batch,628.0
batch,696.0
batch,796.0
batch,892.0
batch,567.0
batch,640.0
batch,632.0
